	DMSO.REP1	DMSO.REP2	DMSO.REP3	RA.REP1	RA.REP2	RA.REP3
ENSMUSG00000027327	531	482	444	858	169	594
ENSMUSG00000027329	57	59	55	85	16	59
ENSMUSG00000068267	1722	1386	1501	1546	308	1020
ENSMUSG00000027330	324	289	289	417	83	262
ENSMUSG00000068264	127	77	87	88	12	39
ENSMUSG00000037523	857	755	759	663	150	398
ENSMUSG00000037514	1135	905	882	961	241	640
ENSMUSG00000048911	233	261	153	255	59	220
ENSMUSG00000027333	298	266	232	209	46	179
ENSMUSG00000037482	200	185	141	169	53	134
ENSMUSG00000079037	252	210	200	216	45	111
ENSMUSG00000027339	170	115	98	152	30	102
ENSMUSG00000027340	2660	2778	2258	2097	513	1508
ENSMUSG00000027341	384	376	351	338	93	245
ENSMUSG00000027342	3314	2917	2887	2460	578	1419
ENSMUSG00000058793	5470	5364	4904	3991	908	2882
ENSMUSG00000027346	579	505	456	633	172	362
ENSMUSG00000044991	126	118	135	125	22	107
ENSMUSG00000037376	1556	1372	1321	1205	319	789
ENSMUSG00000027353	831	663	595	699	171	473
ENSMUSG00000027357	557	537	566	531	146	284
ENSMUSG00000043110	240	193	165	300	69	184
ENSMUSG00000034723	140	150	110	155	50	130
ENSMUSG00000051177	30	46	24	25	12	39
ENSMUSG00000039943	1266	1272	1064	1385	349	1122
ENSMUSG00000027274	570	537	540	477	132	286
ENSMUSG00000027281	333	325	275	336	86	260
ENSMUSG00000027276	1027	1007	786	568	123	430
ENSMUSG00000062098	336	328	266	435	116	321
ENSMUSG00000039033	377	337	298	402	106	371
ENSMUSG00000045624	2209	2003	1790	1627	408	1040
ENSMUSG00000027384	485	425	405	253	55	157
ENSMUSG00000068205	76	81	55	102	21	71
ENSMUSG00000051379	98	114	126	125	25	92
ENSMUSG00000038844	1134	1018	841	2251	617	1821
ENSMUSG00000008333	1579	1343	1359	1273	415	686
ENSMUSG00000015932	4700	4066	4080	4165	1136	2341
ENSMUSG00000027422	5176	4916	3832	5253	1425	5027
ENSMUSG00000027423	11521	10628	10494	9648	2531	5921
ENSMUSG00000027424	1100	941	967	941	202	572
ENSMUSG00000037279	37	26	29	47	6	27
ENSMUSG00000027425	976	982	782	780	179	576
ENSMUSG00000037259	27	24	16	27	6	31
ENSMUSG00000027427	1079	957	951	1149	311	692
ENSMUSG00000027428	353	335	283	304	81	191
ENSMUSG00000027429	2158	1822	1812	1935	495	1161
ENSMUSG00000074754	79	54	73	53	16	37
ENSMUSG00000027430	75	77	72	68	20	39
ENSMUSG00000001768	58	53	38	45	16	47
ENSMUSG00000002728	548	515	474	503	156	300
ENSMUSG00000001767	1563	1318	1385	1439	399	811
ENSMUSG00000037110	1821	1792	1257	1563	470	1495
ENSMUSG00000074749	209	191	158	166	35	101
ENSMUSG00000027433	7286	6452	5971	4954	1201	3120
ENSMUSG00000074743	13	25	17	14	4	5
ENSMUSG00000036992	558	460	495	443	96	220
ENSMUSG00000027439	783	682	600	777	163	490
ENSMUSG00000027438	210	225	187	193	49	182
ENSMUSG00000027447	1259	1079	1162	599	136	356
ENSMUSG00000074736	304	263	262	213	48	176
ENSMUSG00000068134	426	344	325	433	123	226
ENSMUSG00000079009	613	605	555	693	183	447
ENSMUSG00000060336	153	142	110	186	32	114
ENSMUSG00000074735	119	110	104	133	37	78
ENSMUSG00000079008	808	754	681	971	229	619
ENSMUSG00000063364	61	59	53	52	13	57
ENSMUSG00000095315	78	63	45	82	27	46
ENSMUSG00000068130	218	224	204	236	51	204
ENSMUSG00000074731	601	543	540	598	183	347
ENSMUSG00000033096	576	568	487	601	154	452
ENSMUSG00000027452	783	735	666	220	42	182
ENSMUSG00000033080	26	28	19	13	2	11
ENSMUSG00000033068	620	487	533	603	103	407
ENSMUSG00000033059	1837	1493	1494	1531	292	996
ENSMUSG00000032046	766	704	677	662	168	488
ENSMUSG00000027454	929	836	846	679	154	383
ENSMUSG00000068115	1852	1522	1535	874	175	606
ENSMUSG00000027455	1187	1059	1031	1119	223	765
ENSMUSG00000032966	1146	1048	896	885	367	878
ENSMUSG00000027456	49	49	35	51	7	41
ENSMUSG00000044364	14	12	7	26	5	37
ENSMUSG00000032869	662	633	540	646	165	513
ENSMUSG00000027459	100	86	58	69	24	90
ENSMUSG00000027463	263	253	208	228	30	143
ENSMUSG00000060257	18	16	15	27	3	20
ENSMUSG00000032802	355	335	334	361	63	239
ENSMUSG00000068079	71	63	60	252	72	167
ENSMUSG00000074698	3417	3058	2790	2871	686	1717
ENSMUSG00000027465	868	824	740	791	158	579
ENSMUSG00000027466	1524	1356	1305	1400	268	1083
ENSMUSG00000032715	1727	1500	1439	1217	298	777
ENSMUSG00000059361	11	12	6	17	5	11
ENSMUSG00000051817	299	244	232	256	80	214
ENSMUSG00000074682	572	506	498	450	112	334
ENSMUSG00000019188	680	585	559	779	187	666
ENSMUSG00000042814	530	489	516	543	154	317
ENSMUSG00000042745	93	61	67	372	73	239
ENSMUSG00000007659	1427	1306	1152	1555	332	1210
ENSMUSG00000027469	4212	3535	3360	3467	846	2231
ENSMUSG00000074673	16	21	19	27	11	31
ENSMUSG00000027472	340	332	279	279	55	186
ENSMUSG00000003283	190	147	148	87	20	71
ENSMUSG00000068040	2241	2154	1798	1941	432	1655
ENSMUSG00000074671	50	49	41	53	13	35
ENSMUSG00000051413	349	398	306	312	81	283
ENSMUSG00000046020	1210	1218	1031	1248	264	985
ENSMUSG00000027475	674	607	554	585	133	404
ENSMUSG00000042548	2680	2811	2212	2856	773	2827
ENSMUSG00000061411	556	516	447	526	173	608
ENSMUSG00000056941	489	423	407	273	66	195
ENSMUSG00000027478	2664	2384	2387	3084	661	2086
ENSMUSG00000027479	2981	2748	2604	2392	530	1498
ENSMUSG00000038572	88	75	74	49	10	37
ENSMUSG00000027487	780	710	714	729	178	471
ENSMUSG00000027488	210	184	167	206	47	138
ENSMUSG00000038533	3489	3192	2701	2443	624	2107
ENSMUSG00000027489	181	149	123	196	35	197
ENSMUSG00000038523	22	12	10	20	8	40
ENSMUSG00000078129	38	44	34	46	9	66
ENSMUSG00000027490	569	511	390	342	84	372
ENSMUSG00000000876	96	83	74	99	14	58
ENSMUSG00000059842	114	94	91	75	16	127
ENSMUSG00000038467	1413	1224	1182	1111	221	614
ENSMUSG00000027593	3907	3448	3304	2853	546	1760
ENSMUSG00000074656	14556	13423	12862	12790	3729	8040
ENSMUSG00000027597	581	496	456	385	73	276
ENSMUSG00000027598	2110	1878	1675	2769	722	1891
ENSMUSG00000047459	566	472	496	468	100	244
ENSMUSG00000027602	237	175	207	176	24	90
ENSMUSG00000038383	706	686	611	823	223	635
ENSMUSG00000038375	232	190	179	199	73	210
ENSMUSG00000038369	1478	1375	1157	1042	322	952
ENSMUSG00000027603	70	63	64	18	3	24
ENSMUSG00000027605	443	350	309	440	81	310
ENSMUSG00000027610	1079	1011	912	516	114	416
ENSMUSG00000074652	621	455	394	298	79	262
ENSMUSG00000038324	1222	1049	1016	996	200	745
ENSMUSG00000038312	496	403	357	367	80	218
ENSMUSG00000027612	24	17	14	13	3	18
ENSMUSG00000074649	31	29	23	34	6	21
ENSMUSG00000027613	2175	1873	1974	1831	276	1047
ENSMUSG00000074647	16	12	12	10	7	16
ENSMUSG00000005882	896	768	732	754	168	621
ENSMUSG00000038241	1608	1622	1288	1258	323	1206
ENSMUSG00000074646	42	53	28	43	12	49
ENSMUSG00000005881	1104	992	862	969	192	666
ENSMUSG00000038180	60	40	27	49	16	44
ENSMUSG00000074643	11	15	12	25	10	17
ENSMUSG00000089824	1078	1125	943	1137	358	862
ENSMUSG00000027618	545	486	490	456	114	293
ENSMUSG00000067847	220	217	179	180	32	106
ENSMUSG00000027620	11521	10925	10029	12435	3664	7672
ENSMUSG00000038116	3076	2849	2416	2645	708	2307
ENSMUSG00000046229	68	40	83	42	17	55
ENSMUSG00000038085	18	29	15	18	5	21
ENSMUSG00000027624	1706	1694	1422	1633	440	1771
ENSMUSG00000027628	804	666	665	656	107	439
ENSMUSG00000061689	475	446	399	366	89	303
ENSMUSG00000067818	58	50	63	39	10	26
ENSMUSG00000062175	684	510	488	502	107	351
ENSMUSG00000074629	62	55	50	59	21	61
ENSMUSG00000027637	397	252	320	335	98	207
ENSMUSG00000027636	25	16	25	29	6	18
ENSMUSG00000027634	297	244	214	233	59	185
ENSMUSG00000027635	764	676	708	581	148	362
ENSMUSG00000055485	378	336	285	442	103	418
ENSMUSG00000027639	780	698	607	509	131	433
ENSMUSG00000027641	1079	1022	887	953	291	691
ENSMUSG00000074627	17	22	14	14	5	29
ENSMUSG00000027642	7386	6774	6238	7444	1381	4481
ENSMUSG00000063019	336	302	287	209	40	158
ENSMUSG00000027646	1863	1615	1614	1167	266	931
ENSMUSG00000067787	445	380	335	310	91	305
ENSMUSG00000067786	82	81	42	76	27	97
ENSMUSG00000027649	1166	1018	972	1072	203	690
ENSMUSG00000027650	1236	1147	999	989	222	635
ENSMUSG00000027651	939	909	769	863	252	743
ENSMUSG00000037820	139	89	89	153	45	123
ENSMUSG00000037813	40	32	35	46	9	23
ENSMUSG00000044349	349	383	269	402	114	510
ENSMUSG00000027652	2331	2132	1879	2272	555	1769
ENSMUSG00000037761	270	222	225	251	53	204
ENSMUSG00000037754	27	16	19	32	9	47
ENSMUSG00000027654	661	534	504	476	128	345
ENSMUSG00000027655	1056	1032	838	953	209	848
ENSMUSG00000070544	3471	3286	2763	3809	1281	3208
ENSMUSG00000016933	1782	1545	1343	1663	355	1334
ENSMUSG00000035877	140	154	102	177	55	201
ENSMUSG00000027412	132	112	114	105	19	83
ENSMUSG00000050700	30	28	21	46	16	21
ENSMUSG00000057133	2983	3065	2370	3616	956	3119
ENSMUSG00000053141	9	7	5	14	4	15
ENSMUSG00000016921	6236	5803	5114	5703	1538	3816
ENSMUSG00000017868	63	64	56	56	17	30
ENSMUSG00000017858	1307	1178	1093	851	190	570
ENSMUSG00000017861	8787	8358	7309	8263	1932	7072
ENSMUSG00000070708	657	588	539	468	91	287
ENSMUSG00000035399	121	137	98	119	27	70
ENSMUSG00000017943	9	6	8	22	2	18
ENSMUSG00000048486	395	299	281	700	156	490
ENSMUSG00000017950	51	48	35	109	14	66
ENSMUSG00000017679	396	424	433	608	140	426
ENSMUSG00000017707	2313	1997	1729	2692	705	1679
ENSMUSG00000035268	232	163	180	181	34	133
ENSMUSG00000017697	168	129	120	154	43	99
ENSMUSG00000018326	2459	2451	1939	1954	634	1649
ENSMUSG00000018322	1195	1088	1073	953	212	575
ENSMUSG00000018209	2206	1991	1897	1965	474	1251
ENSMUSG00000017009	2026	1691	1618	1830	293	1180
ENSMUSG00000045503	326	299	293	336	72	232
ENSMUSG00000017720	14	13	12	15	5	12
ENSMUSG00000017734	22	20	14	20	3	28
ENSMUSG00000017721	894	845	735	866	213	707
ENSMUSG00000017723	762	644	621	406	73	293
ENSMUSG00000017299	453	446	396	422	81	326
ENSMUSG00000001403	1461	1291	1354	1009	189	605
ENSMUSG00000050373	216	210	171	217	55	199
ENSMUSG00000017307	368	272	267	349	51	227
ENSMUSG00000045822	415	366	331	368	82	223
ENSMUSG00000017764	879	746	751	646	110	386
ENSMUSG00000039873	35	37	22	24	3	21
ENSMUSG00000017760	3370	3182	2927	1825	413	1210
ENSMUSG00000017754	510	449	407	546	105	472
ENSMUSG00000039849	795	726	665	821	180	641
ENSMUSG00000039834	692	599	537	721	159	529
ENSMUSG00000017737	8	10	6	143	31	101
ENSMUSG00000017740	37	51	36	85	29	90
ENSMUSG00000039804	888	861	799	859	204	640
ENSMUSG00000053166	11	11	5	14	5	19
ENSMUSG00000017664	538	501	499	429	87	329
ENSMUSG00000017670	913	828	716	617	131	463
ENSMUSG00000017667	149	125	147	269	54	157
ENSMUSG00000039725	169	115	131	145	22	82
ENSMUSG00000039671	3496	3147	2817	2702	631	2255
ENSMUSG00000027678	8039	7597	6554	9349	2276	7655
ENSMUSG00000006800	4759	4656	3853	4290	984	3526
ENSMUSG00000039621	399	316	284	241	79	280
ENSMUSG00000042854	231	164	178	204	38	162
ENSMUSG00000074582	2106	2002	1744	1721	443	1548
ENSMUSG00000002718	6715	5965	5971	5799	1783	3770
ENSMUSG00000039536	935	947	767	972	295	915
ENSMUSG00000017999	2843	2510	2354	2390	440	1494
ENSMUSG00000039501	1109	1031	893	1204	279	1070
ENSMUSG00000074578	4016	3786	3363	3854	873	2359
ENSMUSG00000050556	194	174	155	229	59	218
ENSMUSG00000017969	231	218	197	390	77	280
ENSMUSG00000017929	1838	1530	1532	1448	317	1046
ENSMUSG00000039463	1448	1477	1203	1466	338	1405
ENSMUSG00000047030	346	326	299	309	94	271
ENSMUSG00000006418	1560	1433	1304	1225	277	676
ENSMUSG00000042821	41	26	29	30	5	36
ENSMUSG00000078923	22	34	18	25	4	29
ENSMUSG00000090213	327	256	254	302	67	186
ENSMUSG00000056501	50	49	51	41	21	30
ENSMUSG00000027540	552	505	516	535	118	425
ENSMUSG00000074577	11	8	5	12	5	15
ENSMUSG00000044641	256	220	237	262	60	175
ENSMUSG00000051149	50	56	41	63	23	71
ENSMUSG00000078919	354	371	266	393	122	499
ENSMUSG00000074576	328	251	318	234	63	169
ENSMUSG00000074575	12	18	12	24	17	56
ENSMUSG00000027544	38	31	32	119	52	235
ENSMUSG00000027546	2575	2093	2136	2699	497	1808
ENSMUSG00000027547	7736	6951	6279	8014	2056	6503
ENSMUSG00000027551	1692	1460	1355	1406	253	1017
ENSMUSG00000047907	63	35	41	44	12	38
ENSMUSG00000052056	2460	2117	1890	1926	442	1403
ENSMUSG00000013523	66	62	63	59	13	44
ENSMUSG00000052033	682	588	574	537	169	305
ENSMUSG00000027495	138	118	128	110	27	79
ENSMUSG00000027496	2713	2265	2192	2099	459	1187
ENSMUSG00000027498	1497	1300	1325	1240	234	693
ENSMUSG00000074570	11	14	9	97	20	77
ENSMUSG00000027502	834	747	670	625	127	395
ENSMUSG00000074569	76	78	46	92	12	84
ENSMUSG00000028640	433	349	410	113	46	99
ENSMUSG00000008999	165	131	107	81	22	71
ENSMUSG00000027509	1596	1467	1343	1592	326	940
ENSMUSG00000027510	671	599	565	516	112	412
ENSMUSG00000027514	18	27	17	29	11	30
ENSMUSG00000038400	305	302	257	375	98	331
ENSMUSG00000027519	695	628	574	505	165	467
ENSMUSG00000054455	647	588	542	539	146	410
ENSMUSG00000027522	1208	1092	919	1041	198	766
ENSMUSG00000039263	386	345	348	320	73	234
ENSMUSG00000027523	341	292	255	392	100	376
ENSMUSG00000016253	1516	1370	1272	1272	214	814
ENSMUSG00000016256	758	710	638	904	170	575
ENSMUSG00000016252	1004	921	877	704	112	378
ENSMUSG00000016257	906	784	826	765	177	428
ENSMUSG00000078906	567	583	505	474	147	289
ENSMUSG00000078905	169	156	169	166	47	111
ENSMUSG00000090093	465	446	436	513	172	303
ENSMUSG00000078902	794	789	663	739	214	457
ENSMUSG00000078903	55	53	69	51	18	43
ENSMUSG00000078901	23	29	34	14	12	14
ENSMUSG00000078898	53	50	46	36	13	23
ENSMUSG00000094475	32	18	30	15	8	13
ENSMUSG00000095545	173	163	147	171	48	91
ENSMUSG00000094932	165	158	147	149	23	78
ENSMUSG00000078889	202	176	153	140	58	114
ENSMUSG00000078887	133	156	131	128	42	91
ENSMUSG00000089756	63	88	75	67	20	38
ENSMUSG00000078886	65	61	68	64	19	40
ENSMUSG00000095648	162	130	157	161	48	80
ENSMUSG00000078894	359	341	284	378	79	241
ENSMUSG00000095199	91	99	77	89	25	49
ENSMUSG00000078880	70	60	69	46	20	29
ENSMUSG00000078878	93	79	95	56	23	44
ENSMUSG00000078877	389	376	330	373	109	226
ENSMUSG00000074527	320	349	337	375	103	231
ENSMUSG00000078875	69	60	47	53	17	28
ENSMUSG00000078872	775	753	641	738	219	561
ENSMUSG00000078870	251	216	191	231	91	140
ENSMUSG00000078869	339	357	315	303	109	201
ENSMUSG00000078868	1570	1650	1376	1580	679	1122
ENSMUSG00000078867	295	308	270	347	98	222
ENSMUSG00000078866	268	231	228	290	90	227
ENSMUSG00000094786	385	354	367	388	144	225
ENSMUSG00000078865	427	401	356	386	126	245
ENSMUSG00000078864	484	429	429	464	161	313
ENSMUSG00000095362	440	399	368	276	108	204
ENSMUSG00000074521	21	23	11	31	16	23
ENSMUSG00000074529	41	36	18	47	11	40
ENSMUSG00000078862	412	352	344	347	132	236
ENSMUSG00000074519	634	575	489	560	199	385
ENSMUSG00000078861	396	341	322	392	115	260
ENSMUSG00000027525	20	16	13	47	9	33
ENSMUSG00000060445	4	13	6	36	11	13
ENSMUSG00000070476	15	9	7	9	7	11
ENSMUSG00000000305	603	581	490	849	193	742
ENSMUSG00000039117	575	586	471	600	207	654
ENSMUSG00000039108	562	589	476	485	115	382
ENSMUSG00000027566	2448	2093	2326	2106	471	1149
ENSMUSG00000039086	136	156	118	187	42	129
ENSMUSG00000039069	525	477	451	561	120	395
ENSMUSG00000039050	384	386	351	394	88	264
ENSMUSG00000039041	648	573	495	540	98	340
ENSMUSG00000015647	10879	10688	8537	11179	2799	12291
ENSMUSG00000039001	2845	2483	2446	2412	331	1064
ENSMUSG00000038990	513	497	419	556	128	414
ENSMUSG00000038963	204	186	149	316	66	221
ENSMUSG00000027569	436	404	369	410	91	220
ENSMUSG00000049401	465	403	406	312	64	206
ENSMUSG00000027570	33	31	22	21	8	23
ENSMUSG00000038932	328	310	274	434	122	290
ENSMUSG00000038914	8805	8607	6909	10180	2409	8073
ENSMUSG00000027573	1139	1044	963	1148	278	797
ENSMUSG00000023393	938	884	777	601	97	476
ENSMUSG00000038848	1983	1809	1593	1786	512	1284
ENSMUSG00000038840	79	73	49	42	10	21
ENSMUSG00000027574	47	39	43	47	10	22
ENSMUSG00000027575	1079	930	807	945	192	776
ENSMUSG00000016356	84	85	70	102	23	147
ENSMUSG00000016346	443	439	380	504	102	446
ENSMUSG00000016344	148	129	142	288	47	185
ENSMUSG00000027579	5	3	4	24	4	24
ENSMUSG00000027580	55	33	26	279	59	224
ENSMUSG00000038705	596	528	482	535	146	429
ENSMUSG00000027581	90	74	86	102	12	42
ENSMUSG00000038685	3835	3492	3094	3905	740	2660
ENSMUSG00000038671	625	548	491	692	136	515
ENSMUSG00000027582	731	720	577	752	140	595
ENSMUSG00000027583	126	112	102	179	54	117
ENSMUSG00000000827	1900	1647	1564	1691	404	1028
ENSMUSG00000000826	1920	1740	1584	1576	332	1102
ENSMUSG00000089917	345	352	276	303	63	231
ENSMUSG00000000823	925	1005	780	1274	304	1106
ENSMUSG00000002455	2958	2627	2338	2539	519	1623
ENSMUSG00000038605	156	121	122	114	25	74
ENSMUSG00000059540	120	97	79	134	27	104
ENSMUSG00000002458	234	191	211	267	50	160
ENSMUSG00000027584	14	12	7	31	8	17
ENSMUSG00000027589	366	330	270	310	69	239
ENSMUSG00000038628	453	411	418	441	102	242
ENSMUSG00000040374	120	90	93	119	29	82
ENSMUSG00000103034	329	278	302	225	64	116
ENSMUSG00000027499	22	25	18	14	2	15
ENSMUSG00000043542	567	514	444	506	172	346
ENSMUSG00000040329	35	46	35	23	4	19
ENSMUSG00000027500	2891	2674	2476	2594	665	1739
ENSMUSG00000040289	13	17	17	12	3	4
ENSMUSG00000040269	642	567	555	544	134	366
ENSMUSG00000027506	2576	2391	1914	1571	441	1174
ENSMUSG00000069114	1992	1995	1632	729	259	649
ENSMUSG00000040209	4266	4596	3483	3373	898	3248
ENSMUSG00000027508	95	106	93	76	16	69
ENSMUSG00000027533	85	74	75	36	9	9
ENSMUSG00000049230	864	726	665	652	185	349
ENSMUSG00000027531	1641	1401	1340	1293	347	752
ENSMUSG00000039795	558	543	464	443	121	286
ENSMUSG00000027536	2147	2052	1855	1007	236	759
ENSMUSG00000027534	344	321	247	325	75	189
ENSMUSG00000027550	877	808	743	763	218	455
ENSMUSG00000027552	581	505	475	438	104	281
ENSMUSG00000078784	432	353	354	349	112	202
ENSMUSG00000027555	314	286	284	140	52	102
ENSMUSG00000027562	575	464	495	767	178	471
ENSMUSG00000047213	2876	2895	2237	2824	916	2152
ENSMUSG00000025128	77	70	77	55	26	38
ENSMUSG00000039519	226	209	213	141	46	104
ENSMUSG00000027599	1091	1018	963	1079	334	719
ENSMUSG00000027601	2621	2441	2229	2023	475	1332
ENSMUSG00000069094	1950	1864	1659	2054	587	1564
ENSMUSG00000082766	29	34	38	33	8	22
ENSMUSG00000003617	18	20	12	8	4	25
ENSMUSG00000027615	354	391	303	424	105	360
ENSMUSG00000002428	1542	1406	1357	1377	431	926
ENSMUSG00000019528	114	128	100	161	50	101
ENSMUSG00000027630	3912	4022	3269	3920	1018	3204
ENSMUSG00000027699	5026	4715	3871	5657	1690	4238
ENSMUSG00000027698	1194	1028	980	970	240	685
ENSMUSG00000039286	1898	1759	1499	1030	284	1019
ENSMUSG00000027695	264	272	213	159	51	163
ENSMUSG00000027692	162	170	115	231	44	195
ENSMUSG00000050192	556	510	475	469	136	266
ENSMUSG00000039221	1252	1093	1226	957	223	509
ENSMUSG00000027684	30	52	29	70	18	60
ENSMUSG00000037730	1048	995	864	948	273	612
ENSMUSG00000027702	962	912	881	257	78	128
ENSMUSG00000027703	251	203	231	67	14	42
ENSMUSG00000074653	990	886	822	222	50	231
ENSMUSG00000051860	25	17	29	13	3	9
ENSMUSG00000027706	2155	1911	1673	2047	595	1274
ENSMUSG00000037661	360	346	268	296	70	237
ENSMUSG00000037652	1151	1250	885	1233	401	1250
ENSMUSG00000037643	4499	3885	3836	3878	1083	2598
ENSMUSG00000027660	2170	1555	1519	2223	610	1433
ENSMUSG00000027663	1924	2050	1526	1903	519	2375
ENSMUSG00000027665	1417	1368	1252	1764	459	1282
ENSMUSG00000027667	873	772	783	885	198	511
ENSMUSG00000027668	1695	1580	1476	1000	315	839
ENSMUSG00000027669	603	566	479	435	110	366
ENSMUSG00000027671	3825	3485	3249	2930	607	1720
ENSMUSG00000037531	745	668	652	669	172	386
ENSMUSG00000027673	1791	1581	1605	1490	360	873
ENSMUSG00000056900	480	470	370	392	103	373
ENSMUSG00000027677	2913	2651	2272	3169	835	1840
ENSMUSG00000027676	66	55	49	69	40	56
ENSMUSG00000027680	8253	7529	6759	6102	1573	4000
ENSMUSG00000027679	748	822	563	752	232	587
ENSMUSG00000074637	5660	5340	5174	4170	1339	2432
ENSMUSG00000037400	2799	2601	2038	4882	1756	4206
ENSMUSG00000027708	368	386	330	435	131	345
ENSMUSG00000027709	823	813	633	744	257	780
ENSMUSG00000027710	1620	1495	1461	1367	319	1025
ENSMUSG00000033883	1432	1280	1136	1419	364	937
ENSMUSG00000027712	126	90	90	145	34	68
ENSMUSG00000027714	1022	950	880	853	180	542
ENSMUSG00000027715	3855	3449	3412	2947	780	1678
ENSMUSG00000037325	100	77	75	88	37	52
ENSMUSG00000037270	4464	4694	3448	5515	1803	4570
ENSMUSG00000051444	117	100	119	128	25	80
ENSMUSG00000037225	19	16	8	23	4	14
ENSMUSG00000027722	1942	1861	1632	2168	635	1526
ENSMUSG00000037211	166	153	156	265	55	155
ENSMUSG00000058174	169	170	117	152	82	302
ENSMUSG00000044864	571	472	477	441	106	329
ENSMUSG00000060798	197	145	138	173	38	126
ENSMUSG00000025757	55	79	64	112	29	87
ENSMUSG00000025758	1788	1677	1349	1848	538	1183
ENSMUSG00000025759	272	286	190	291	91	287
ENSMUSG00000037818	75	58	57	86	18	61
ENSMUSG00000025762	244	212	217	338	125	225
ENSMUSG00000049940	762	748	652	665	224	541
ENSMUSG00000025764	13139	12761	10995	13782	3268	10274
ENSMUSG00000059834	269	306	270	744	258	574
ENSMUSG00000025766	128	131	112	281	85	211
ENSMUSG00000090919	48	25	29	63	19	35
ENSMUSG00000027737	427	397	423	314	76	218
ENSMUSG00000023087	759	747	634	1471	444	1350
ENSMUSG00000037174	1519	1413	1237	1319	347	1037
ENSMUSG00000037161	126	90	88	101	24	48
ENSMUSG00000037152	550	491	490	426	91	214
ENSMUSG00000063273	3530	3795	2754	3649	1431	3892
ENSMUSG00000027739	148	118	109	95	29	72
ENSMUSG00000037111	255	226	173	293	75	256
ENSMUSG00000044167	382	348	270	472	166	563
ENSMUSG00000027742	491	410	395	616	139	385
ENSMUSG00000048332	46	54	43	89	24	91
ENSMUSG00000042997	585	514	437	463	111	350
ENSMUSG00000049504	281	289	187	287	121	433
ENSMUSG00000037016	51	46	49	51	6	32
ENSMUSG00000027746	441	363	352	395	101	219
ENSMUSG00000027751	2529	2373	2054	2143	569	1480
ENSMUSG00000027752	1672	1507	1375	1399	373	846
ENSMUSG00000036632	348	343	305	347	86	211
ENSMUSG00000027796	20	27	13	24	2	13
ENSMUSG00000036615	107	75	74	79	25	38
ENSMUSG00000056306	26	24	12	21	7	11
ENSMUSG00000036580	482	372	371	307	66	158
ENSMUSG00000027794	148	143	157	209	57	129
ENSMUSG00000027799	137	158	123	216	65	227
ENSMUSG00000027803	1782	1492	1470	1311	373	808
ENSMUSG00000036513	539	452	402	516	116	321
ENSMUSG00000036503	1153	1146	1023	1808	622	1479
ENSMUSG00000027805	194	178	138	278	112	278
ENSMUSG00000027806	719	704	629	833	272	692
ENSMUSG00000027808	1804	1383	1489	1424	408	764
ENSMUSG00000027810	3121	2793	2745	2630	800	1481
ENSMUSG00000075700	1766	1804	1472	1738	506	1340
ENSMUSG00000036432	313	234	275	238	52	176
ENSMUSG00000056476	1127	1191	780	863	243	899
ENSMUSG00000050075	101	125	49	88	30	134
ENSMUSG00000036381	328	381	190	284	105	486
ENSMUSG00000051431	32	37	26	41	14	55
ENSMUSG00000036362	37	51	22	35	17	55
ENSMUSG00000036353	33	45	14	30	7	30
